course_id,name,slug,description,course_status,workload,start_date,primary_languages,subtitle_languages,certificates,partner_ids,partner_count,photo_url,preview_link,is_georestricted,extracted_at
rrZX06kxEeyjPxJkzIUqCw,Migrating to Cloud SQL from Amazon RDS for MySQL Using Database Migration Service,googlecloud-migrating-to-cloud-sql-from-amazon-rds-for-mysql-using-databas-lyazm,"This is a self-paced lab that takes place in the Google Cloud console.

In this lab, you migrate MySQL data from an Amazon RDS instance for MySQL to Cloud SQL for MySQL using a one-time Database Migration Service job and an IP allowlist for connectivity. After you create and run the migration job, you confirm that the data have been successfully migrated to your Cloud SQL for MySQL instance.",launched,1.5 hours,1648688301752,en,,"VerifiedCert, Specialization",443,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/a5/5132d1e2b745e98406ea168e0b4196/Logo-Image_GC-Projects.png,,False,2026-05-06T11:05:54.093987Z
5zjIsJq-EeW_wArffOXkOw,Vital Signs: Understanding What the Body Is Telling Us,vital-signs,"The vital signs – heart rate, blood pressure, body temperature, respiration rate, and pain – communicate important information about the physiological status of the human body. In this six-part course we explore the anatomy and physiology underlying the vital signs so that you will develop a systematic, integrated understanding of how the body functions. Relevant body systems are reviewed including cardiovascular and respiratory, followed by explanations of how the function of these systems affe",launched,3-5 hours/week,1456817703360,en,"ar, fr, bn, uk, cs, zh-CN, el, it, ca, pt-BR, vi, nl, ko, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl",VerifiedCert,6,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/55/8d2e309e6811e3bf47177a6a987fca/Vital-Signs-1.png,,False,2026-05-06T11:05:54.093993Z
WFanvtoSEeedbRLwgi9a7A,FinTech Disruptive Innovation: Implications for Society,fintech-disruption,"This course “FinTech Disruptive Innovation: Implications for Society” help you understand how disruptive innovations create opportunity in finance industry and its impact to society especially your career. You would be able to examine and analyse how FinTech innovations would affect companies that relates to FinTech services and how it might affect your career in finance.

You will learn about how peer to peer lending disrupt finance industry in different countries, the diversity of impact by Fi",launched,"Around 4 hours of videos in total, plus a final project requiring about 5 hours to complete.",1543219426901,en,"ar, fr, bn, uk, zh-CN, el, it, pt-BR, vi, nl, ko, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl","VerifiedCert, Specialization",35,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ee/d8ad70db5911e89d6cdf1d8d124b53/fintech_disrupt.jpg,,False,2026-05-06T11:05:54.093999Z
pkGGJ4SKEe-L8RKezlgehQ,Develop Code with Gemini in BigQuery,googlecloud-develop-code-with-gemini-in-bigquery-l6l2o,"This is a self-paced lab that takes place in the Google Cloud console. In this lab you learn how to use Gemini code generation, explanation and suggestions in BigQuery.",launched,1 hour 30 minutes,1728552285832,en,,VerifiedCert,443,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c6/37e68e74a84a4c9dec29d2236b7480/Logo-Image_GC-Projects.png,,False,2026-05-06T11:05:54.094005Z
-apBEzvWEfC3HAr_0KfBDw,The Linux Essentials,packt-the-linux-essentials-yafiq,"This course features Coursera Coach!

A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.

In this course, you'll embark on a journey through the world of Linux, gaining foundational knowledge to navigate and manage Linux operating systems. From understanding the history and usage of Linux to mastering essential command-line operations, this course will provide",launched,,1753103079891,en,"kk, es",VerifiedCert,1734,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/49/ae99cf666742b881e9b98c68e0aef0/Cover-Image.jpg,,False,2026-05-06T11:05:54.094019Z
FBvT5U8KEe-Yaw6jHW3arw,Get Started with iOS App Development ,get-started-with-ios-app-development,"With over 1 billion active iPhone users worldwide, the iOS platform is a critical feature of any mobile app development project. Businesses need professionals with iOS app development capabilities.   

This course provides the foundation you need to develop iOS apps, build SwiftUI interfaces, and implement real-world mobile features using Swift 6.2, Xcode 26, and modern Apple frameworks. You’ll  design intuitive user interfaces, integrate search and favorites functionality, and apply Apple Intel",launched,5 hours ,1724960705280,en,"ar, fr, uz, zh-CN, pt-BR, vi, de, ps, ru, id, es, hi, kk, fa","VerifiedCert, Specialization",829,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/a6/5841724bd145828966556379864eff/720025_Logo-Image_600x600pxl-copy.jpg,,False,2026-05-06T11:05:54.094026Z
pdAAp3FQEfCAyA7fSPcIsw,Create Amazing Macros in Affinity Photo,create-amazing-macros-in-affinity-photo,"Ready to save time and supercharge your photo editing workflow? In this course, taught by Ally, the creator of Affinity Revolution, you’ll learn how to create powerful, high-quality macros in Affinity Photo—perfect for applying complex edits with a single click.

By the end of this course, you’ll be able to:
* Build your own custom macros for color correction, retouching, and effects
* Automate repetitive editing tasks to streamline your creative process
* Batch process multiple images using Aff",launched,,1755299685796,en,,"VerifiedCert, Specialization",3482,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/80/d38b306a6145878aec73bb36925e38/coursera_640264_logoimage.png,,False,2026-05-06T11:05:54.094031Z
4iWIAqwMEe-NGg6igj04HQ,Inteligencia Artificial Generativa para Docentes,inteligencia-artificial-generativa-para-docentes,"Este curso está dirigido a docentes, formadores y profesionales de la educación que buscan integrar la inteligencia artificial generativa en su enseñanza para mejorar la planificación, evaluación y personalización del aprendizaje. No se requieren conocimientos previos en IA.

Transforma tu enseñanza con IA Generativa

Al finalizar este curso, serás capaz de aplicar herramientas de IA generativa para optimizar tu enseñanza, diseñar estrategias innovadoras y mejorar la evaluación de los estudiante",launched,,1741386587653,es,,VerifiedCert,1489,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/da/2426a75a9744a69a6cbafa3738172e/Logo-Img-800x800.png,,False,2026-05-06T11:05:54.094038Z
fqWIl4fFEfCCSg698sr4dw,"Inventory Management: Analyze, Optimize & Control",inventory-management-analyze-optimize-control,"By the end of this course, learners will be able to identify the fundamentals of inventory management, calculate and apply Economic Order Quantity (EOQ), classify items using ABC Analysis, evaluate procurement processes, and compare valuation methods such as FIFO, LIFO, and Average Cost. The course equips participants with practical tools to maintain optimal stock levels, minimize costs, and improve operational efficiency.

This course benefits professionals, students, and entrepreneurs by linki",launched,,1760360479878,en,,VerifiedCert,1501,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/a8/a5c8d56a5d407ead65c364a429145c/334.1.jpg,,False,2026-05-06T11:05:54.094044Z
v9CQdBkhEeWjrA6seF25aw,Modern Art & Ideas,modern-art-ideas,"Unlock the world of modern art from a global authority on the subject. Modern Art & Ideas from The Museum of Modern Art is designed for lifelong learners, students, professionals, and anyone seeking to build high-level critical thinking and visual literacy skills.

This is not your typical art history course.  You’ll learn about art through accessible and relevant thematic frameworks—Art & Identity, Places & Spaces, Transforming Everyday Objects, and Art & Society—to understand how artists have ",launched,"4 weeks of study, 2 hours per week",1439923333939,en,"ar, fr, bn, uk, zh-CN, el, it, pt-BR, vi, nl, ko, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl","VerifiedCert, Specialization",107,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/65/78ce0081ad11e681d7bb31b0a632ef/starry-night.jpg,,False,2026-05-06T11:05:54.094050Z
1dph_mZFEe-EPwr_9XyAcQ,Brand Identity and Vector Graphics,xbox-brand-identity-and-vector-graphics,"This course develops graphic designs skills using Adobe IIllustrator and design sensibilities through effective feedback integration and iterative design processes. Learn to leverage constructive criticism to refine your work, experiment with diverse approaches, and ultimately achieve design excellence.

By the end of this course, you'll be able to: 

• Develop skills in creating visually appealing compositions using Adobe Illustrator.
• Create logos and corporate symbols that effectively repres",launched,"4 weeks of study, 5-6 hours/week",1731691517758,en,"uz, ps, fa, kk","VerifiedCert, Specialization",2076,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/52/be88654e7a417991cd5e980f8de623/Image_1200x1200.jpg,,False,2026-05-06T11:05:54.094069Z
QgmoVdT2EeSlhSIACx2EBw,The Evolving Universe,evolvinguniverse,"This is an introductory astronomy survey class that covers our understanding of the physical universe and its major constituents, including planetary systems, stars, galaxies, black holes, quasars, larger structures, and the universe as a whole.",launched,,1431661792194,en,"ar, fr, bn, uk, pt-PT, zh-CN, el, it, pt-BR, vi, nl, ko, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl",VerifiedCert,12,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c9/2238c0bb9211e4b43859e37616f9c4/desktop.jpeg,,False,2026-05-06T11:05:54.094084Z
350EFQUFEfCPRRJPAkb9OQ,CyberSec First Responder (CFR-310),packt-cybersec-first-responder-cfr-310-x6eph,"Updated in May 2025.
 
This course now features Coursera Coach!
 
A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.

In this course, you’ll gain the foundational knowledge needed to respond effectively to cybersecurity incidents. You will be introduced to the key elements of identifying and analyzing cyber threats, attacks, and vulnerabilities. Throughout the",launched,,1746450269917,en,kk,VerifiedCert,1734,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/9f/651caf34ce4204aac2965884c0c40d/skill_image_square.jpg,,False,2026-05-06T11:05:54.094091Z
zRhFMLBVEeqP6QqV6TddSw,Use SurveyMonkey to Create a Survey and Analyze Results,create-survey-analyze-results-with-surveymonkey,"In this project, we will walk through the survey making process and explore the many ways that SurveyMonkey streamlines and simplifies data collection. We will learn how the program is organized and how it operates, helping you feel comfortable and confident enough to create your own survey to meet your own individual needs.

SurveyMonkey is a cloud based survey software which allows its users to create online surveys for free. SurveyMonkey can help move a business in the right direction by coll",launched,2 hours,1593472923247,en,,VerifiedCert,1342,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/b9/7fae7c92c5447b9afd3b00858be112/survey-1.jpg,,False,2026-05-06T11:05:54.094098Z
GusAwbvHEfCaEgr_2GQldQ,Star Schemas & Track Changes,star-schemas--track-changes,"Transform your data architecture skills with advanced dimensional modeling techniques that power enterprise-grade analytics systems. This course empowers data professionals to master the critical intersection of historical data tracking and dimensional model optimization.

This Short Course was created to help data analysts accomplish sophisticated data warehouse design that maintains data integrity while maximizing query performance. By completing this course, you'll be able to implement robust",launched,106 minutes,1768402996567,en,,"VerifiedCert, Specialization",1342,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/55/0f3fcccc8245c8b39e6e965b49fe27/Logo-Image-1200-X-1200.png,,False,2026-05-06T11:05:54.094105Z
LuXbfNnCEeq3nQoreMGNOQ,Performing Data Aggregation using SQL Aggregate Functions,performing-data-aggregation-using-sql-aggregate-functions,"In this 2-hour long project-based course, you will learn how to retrieve data from tables in a database using SQL SELECT statement with SQL Aggregate functions. The aggregate functions we will consider in this project are COUNT, SUM, MIN, MAX and AVG. Aggregate functions are used to summarize data from rows of a table into a single value. In addition, you will learn how to set conditions on the output of an aggregate function using the HAVING clause. Finally, you will learn how to tidy up the re",launched,2 hours,1597188408088,en,,VerifiedCert,1342,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/23/03686b83c44af0bee0dc62b134cb0f/Demo4.png,,False,2026-05-06T11:05:54.094114Z
ZA5RDyTyEe-_Bw7l9wp8FQ,Inteligencia Artificial para personajes en Unreal Engine,inteligencia-artificial-para-personajes-en-unreal-engine,"Este curso está dedicado principalmente a estudiantes universitarios de primer y segundo año interesados en ciencia e ingeniería, junto con estudiantes de secundaria y profesionales interesados en programación.",launched,5 Horas,1725889247574,es,,VerifiedCert,1556,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ae/9c5d0cd3384af58a538beafa86d54a/Captura-de-pantalla-2024-06-07-161438.png,,False,2026-05-06T11:05:54.094121Z
qB62RZp5Ee-rwhIp96UKPw,Advancing Mask Technology for Semiconductors,advancing-mask-technology-for-semiconductors,"This is a comprehensive course designed to deepen your understanding of semiconductor mask technology, a critical component in the miniaturization and efficiency of electronic devices. Throughout this course, you'll explore fundamental concepts, advanced techniques, and practical applications of mask design and fabrication processes, equipping you with the skills necessary to excel in semiconductor manufacturing.

This course is tailored for engineers, technologists, and professionals involved i",launched,2 Hour,1736698085022,en,"uz, kk",VerifiedCert,1342,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/1b/3b637bf5024ae883388b73c74b5c2c/Batch-8-1200-x-1200-px-20-.png,,False,2026-05-06T11:05:54.094126Z
B6cXoZ3VEe6J0A5c28jyYQ,Developing AI Policy,developing-ai-policy,"AI tools are already changing how we work, and they will continue to do so for years. Over the next few years, we’re likely going to see AI used in ways we’ve never imagined and are not anticipating. This course will guide you as you lead your organization to adopt AI in a way that’s not unethical, illegal, or wrong. This course empowers you to make informed decisions and confidently create an AI policy that matches your organizational goals.

Unique Features of this Course

- Broadly applicable",launched,1-2 hours,1704992885504,en,"es, hu",VerifiedCert,1359,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/34/1c8537ae374748a7d168ac1442f592/rocket_blasting_off_pulling_a_robot_along_with_it.png,,False,2026-05-06T11:05:54.094136Z
MjnOatnmEfCBxQr_2fW1-Q,Adobe Dreamweaver CC (2017): Part 1,adobe-dreamweaver-cc-2017-lo092005,"Adobe® Dreamweaver® CC (2017) focuses on some of the basic features of Dreamweaver so that students can navigate the environment and use Dreamweaver tools to build websites. Dreamweaver is used by a variety of professionals, such as web developers, web designers, graphic designers, and other professionals; Adobe® Dreamweaver® CC (2017): Part 1 will focus on the tools necessary to build a functional website.

This course is a great component of your preparation for the Adobe Certified Expert (ACE",launched,,1769094209076,en,,VerifiedCert,4045,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/03/fbf0ab29e84f9b843a8a2ff6fe3e30/Slide1.png,,False,2026-05-06T11:05:54.094142Z
4ltPmv2EEe-ehwr_ziEUiw,GenAI for Talent Acquisition: Smarter Candidate Screening,genai-for-talent-acquisition-smarter-candidate-screening,"In this course, you’ll discover how GenAI-powered tools can transform candidate screening by automating repetitive tasks, enhancing evaluations, and ensuring ethical hiring decisions. Through hands-on experience with custom GPTs, Gemini Gems, Power Automate, and AI-driven workflows, you’ll learn to optimize hiring processes, reduce bias, and improve decision-making.

This course is designed for HR professionals, recruiters, talent acquisition specialists, and workforce strategists who want to le",launched,3 Hours,1743105188377,en,"ar, fr, uz, de, es, kk, hu",VerifiedCert,1342,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/6a/7d56c950f74fd29bf97f3dcaa382bc/Thumbnail-1200-x-1200-px-3-.png,,False,2026-05-06T11:05:54.094148Z
Q7g64XUHEeuBTg7vUdMe9w,Оценка облигаций,bonds-fixed-income-mathematics-ru,"В этом курсе-проекте продолжительностью 1 час вы получите следующие навыки: расчет текущей ставки и текущей цены бонда, расчет доходности к погашению бонда, расчет дюрации Маколея.

Примечание. Этот курс изначально создан для учащихся из Северной Америки. На данный момент мы адаптируем его и для других регионов.",launched,2 часа,1614361331044,ru,,VerifiedCert,1342,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/89/55acfb6ea546e1a1e82da4d3e853e6/pexels-pixabay-220301.jpg,,False,2026-05-06T11:05:54.094154Z
YnC4qHR6Ee2hYgoC8bKiUw,Machine Learning in the Enterprise - Français,machine-learning-in-enterprise-fr,"Ce cours présente une approche pratique du workflow de ML avec une étude de cas dans laquelle une équipe est confrontée à plusieurs exigences métier et cas d'utilisation de ML. Cette équipe doit comprendre quels outils sont nécessaires pour gérer et gouverner les données, et trouver la meilleure approche pour les prétraiter.

On présente à cette équipe trois options de création de modèles de ML pour deux cas d'utilisation spécifiques. Ce cours explique pourquoi l'équipe tire parti des avantages ",launched,"3 weeks of study, 5-7 hours per week",1672787434061,fr,en,VerifiedCert,443,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f1/2afc90480611e880aa37659b7d325c/new-ml-on-gcp-logo.png,,False,2026-05-06T11:05:54.094159Z
iGYdtQA7EfGQkhLpkq4N-Q,Unlock Multimodal Search,unlock-multimodal-search,"""Unlock Multimodal Search"" is an intermediate, hands-on course for developers and ML engineers ready to build the next generation of AI-powered search. Text-only search is no longer enough; this 90-minute course will teach you how to create applications that can search across different data types, such as finding text from an image. Using the powerful open-source vector database Weaviate, you will move from theory to a functioning demonstration. This course requires basic skills in Docker, APIs,",launched,Approximately 91 minutes,1774356788210,en,,"VerifiedCert, Specialization",1342,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/d3/97429bd18549298ce94197064850ec/CON-04114_img_courselogo.png,,False,2026-05-06T11:05:54.094165Z
GiH_9yIGEfGUUBJ0Ws3UKQ,PostgreSQL 17: Core Concepts and Advanced SQL Techniques,packt-postgresql-17-core-concepts-and-advanced-sql-techniques-ojoqu,"This course focuses on mastering PostgreSQL 17's core features and advanced SQL techniques, which are vital for database professionals. You'll explore new enhancements in PostgreSQL 17, along with an in-depth understanding of transaction management, indexing, and complex SQL queries.

By the end of the course, you'll be proficient in using PostgreSQL 17 to improve database performance, security, and efficiency, and will be able to apply advanced SQL techniques to real-world database challenges.
",launched,,1777986121242,en,,"VerifiedCert, Specialization",1734,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/da/c424868b2c4409a89a7f6f75a83809/9781836205975_square.jpg,,False,2026-05-06T11:05:54.094171Z
lDHhgquQEey44Q4AsVOVkw,Consulting Presentations and Storytelling,management-consulting-presentations,"This is the #5 course in the specialization on management consulting. In the previous 4 courses, we’ve learned how consultants break down problems with tools and logical thinking. Now, it’s time to bring all the parts together into consulting-quality presentations and deliverables. Every consulting project is different, and yet, the final presentation will have many of the same elements:
•	Clear alignment among the stakeholders on the project goals
•	Understanding on the consulting approach, ass",launched,,1657900938437,en,,"VerifiedCert, Specialization",23,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/d5/2d9db8a63a4fa0bccf84e0e466c257/Consulting-presentations.png,,False,2026-05-06T11:05:54.094177Z
